Número de viajeros;Edad_media_viajeros;cantidad de niños;País_origen;Ingreso Familiar;Motivo Viaje;Presupuesto Viaje;Fecha Viaje;País Destino;;;;;;;;;;;
2;36;4;España;2517;Ocio;1862;10-09-19;Francia;;;;;;;;;;;
4;33;1;España;2629;Negocios;1596;26-08-22;Suiza;;;;;;;;;;;
3;42;3;España;2778;Otros;1505;18-07-22;Francia;;;;;;;;;;;
3;44;4;México;2220;Otros;1186;03-04-20;Canadá;;;;;;;;;;;
3;45;3;España;2819;Negocios;2924;03-04-22;Suiza;;;;;;;;;;;
3;34;1;Chile;2867;Otros;1642;05-04-21;Brasil;;;;;;;;;;;
2;36;1;España;2579;Negocios;2904;03-07-21;Estados Unidos;;;;;;;;;;;
1;44;4;Chile;2850;Negocios;2166;05-02-23;Brasil;;;;;;;;;;;
3;32;2;México;2335;Ocio;1100;05-04-22;Canadá;;;;;;;;;;;
4;50;3;España;2769;Otros;2412;02-04-20;Reino Unido;;;;;;;;;;;
1;43;3;España;2728;Negocios;1176;30-06-22;Estados Unidos;;;;;;;;;;;
2;40;4;México;2316;Negocios;1270;23-02-21;España;;;;;;;;;;;
4;31;3;España;2651;Otros;2484;30-07-19;Francia;;;;;;;;;;;
3;43;1;México;2173;Otros;1364;03-04-19;Estados Unidos;;;;;;;;;;;
1;43;4;Chile;3190;Ocio;2651;05-04-22;Perú;;;;;;;;;;;
1;39;3;Chile;2742;Negocios;2711;13-02-21;Colombia;;;;;;;;;;;
1;40;3;México;2008;Negocios;1223;25-01-23;España;;;;;;;;;;;
4;49;3;Chile;2763;Otros;1629;01-04-21;Perú;;;;;;;;;;;
2;31;1;España;2532;Otros;2515;01-08-21;Alemania;;;;;;;;;;;
3;41;2;Chile;2593;Negocios;2578;17-03-23;Argentina;;;;;;;;;;;
1;38;3;Chile;2620;Ocio;2701;02-04-21;Colombia;;;;;;;;;;;
3;44;4;Chile;3048;Ocio;2766;24-02-21;Estados Unidos;;;;;;;;;;;
3;39;3;España;2575;Ocio;1957;03-04-22;Estados Unidos;;;;;;;;;;;
4;35;1;México;2260;Otros;1497;07-04-20;Estados Unidos;;;;;;;;;;;
4;47;4;México;2265;Otros;1263;01-04-20;Cuba;;;;;;;;;;;
3;42;3;España;2591;Negocios;1468;09-07-20;Estados Unidos;;;;;;;;;;;
4;30;4;Chile;3193;Otros;1848;05-04-19;Colombia;;;;;;;;;;;
1;39;1;México;2354;Otros;1385;23-01-22;Cuba;;;;;;;;;;;
4;36;4;España;2549;Negocios;1883;07-09-19;Suiza;;;;;;;;;;;
2;32;4;España;2613;Negocios;2935;03-04-21;Suiza;;;;;;;;;;;
1;40;1;España;2535;Negocios;2381;19-07-22;Reino Unido;;;;;;;;;;;
4;34;4;España;2474;Otros;1055;03-04-22;Suiza;;;;;;;;;;;
2;36;3;Chile;3162;Ocio;2349;27-02-21;Perú;;;;;;;;;;;
4;45;1;España;2743;Otros;2545;04-04-22;Reino Unido;;;;;;;;;;;
3;38;4;España;2687;Negocios;2252;07-04-22;Estados Unidos;;;;;;;;;;;
1;40;3;Chile;2819;Negocios;1887;02-04-20;Estados Unidos;;;;;;;;;;;
2;50;2;Chile;2560;Ocio;2227;06-03-23;Colombia;;;;;;;;;;;
3;42;1;España;2597;Ocio;1392;15-09-21;Alemania;;;;;;;;;;;
4;32;1;Chile;2640;Negocios;2849;05-04-20;Brasil;;;;;;;;;;;
1;41;3;España;2513;Ocio;1776;04-04-20;Estados Unidos;;;;;;;;;;;
4;37;3;México;2171;Otros;1478;04-04-20;España;;;;;;;;;;;
3;47;2;España;2815;Negocios;2301;21-08-19;Estados Unidos;;;;;;;;;;;
2;33;3;España;2622;Ocio;2383;29-08-22;Suiza;;;;;;;;;;;
4;48;4;España;2738;Ocio;2900;03-04-21;Estados Unidos;;;;;;;;;;;
1;41;4;México;2093;Ocio;1383;28-12-20;Cuba;;;;;;;;;;;
2;33;2;España;2807;Otros;2416;02-04-22;Reino Unido;;;;;;;;;;;
2;40;3;Chile;3094;Otros;2986;15-03-21;Perú;;;;;;;;;;;
4;37;2;México;2322;Negocios;1253;31-12-20;España;;;;;;;;;;;
1;36;2;España;2523;Ocio;2698;29-07-20;Reino Unido;;;;;;;;;;;
3;38;4;México;2261;Otros;1324;02-04-22;Cuba;;;;;;;;;;;
1;32;2;España;2686;Negocios;1646;03-04-19;Francia;;;;;;;;;;;
4;38;4;España;2452;Otros;1632;03-04-20;Francia;;;;;;;;;;;
3;47;3;México;2056;Otros;1318;05-04-21;Colombia;;;;;;;;;;;
2;45;2;España;2617;Negocios;1516;31-07-19;Estados Unidos;;;;;;;;;;;
2;35;1;España;2744;Ocio;2483;27-08-22;Reino Unido;;;;;;;;;;;
4;49;3;México;2192;Otros;1132;14-03-22;Cuba;;;;;;;;;;;
3;46;3;Chile;2942;Negocios;2504;06-04-22;Perú;;;;;;;;;;;
3;43;4;España;2819;Ocio;2746;06-04-22;Reino Unido;;;;;;;;;;;
2;34;3;Chile;3146;Ocio;1583;19-02-21;Argentina;;;;;;;;;;;
3;47;1;México;2307;Otros;1014;07-04-22;Cuba;;;;;;;;;;;
4;43;2;México;2393;Otros;1231;19-03-22;Canadá;;;;;;;;;;;
2;43;2;México;2265;Negocios;1340;03-04-21;Cuba;;;;;;;;;;;
1;31;2;Chile;3142;Otros;1979;07-04-20;Perú;;;;;;;;;;;
4;38;4;Chile;2718;Ocio;2254;01-03-20;Perú;;;;;;;;;;;
3;35;2;Chile;2863;Otros;2405;01-04-19;Argentina;;;;;;;;;;;
4;47;4;México;2306;Otros;1129;16-02-20;Cuba;;;;;;;;;;;
4;32;4;España;2805;Otros;2127;01-04-20;Estados Unidos;;;;;;;;;;;
3;39;1;España;2674;Otros;1933;26-06-21;Estados Unidos;;;;;;;;;;;
3;41;2;España;2488;Otros;1249;07-04-21;Alemania;;;;;;;;;;;
2;31;2;España;2511;Ocio;1769;05-04-21;Francia;;;;;;;;;;;
3;50;2;México;2273;Negocios;1391;16-02-22;Cuba;;;;;;;;;;;
1;32;3;España;2809;Ocio;2021;23-07-21;Suiza;;;;;;;;;;;
4;41;1;España;2781;Ocio;1206;26-07-19;Francia;;;;;;;;;;;
4;30;2;España;2818;Otros;1138;01-04-22;Estados Unidos;;;;;;;;;;;
3;43;1;España;2489;Negocios;1328;05-04-20;Alemania;;;;;;;;;;;
2;41;1;Chile;3203;Negocios;1810;28-02-22;Colombia;;;;;;;;;;;
4;49;3;Chile;2641;Otros;2286;17-02-23;Perú;;;;;;;;;;;
3;44;4;España;2551;Ocio;2725;03-04-20;Suiza;;;;;;;;;;;
4;30;3;España;2774;Ocio;2158;01-04-19;Reino Unido;;;;;;;;;;;
2;33;2;España;2725;Ocio;2063;10-08-21;Francia;;;;;;;;;;;
4;35;4;España;2657;Negocios;1776;04-04-22;Alemania;;;;;;;;;;;
4;35;3;Chile;2754;Ocio;2094;02-04-22;Argentina;;;;;;;;;;;
1;38;1;Chile;2953;Ocio;1969;30-01-22;Argentina;;;;;;;;;;;
2;49;4;España;2518;Otros;2068;10-09-19;Estados Unidos;;;;;;;;;;;
4;50;2;España;2758;Otros;1145;04-04-19;Reino Unido;;;;;;;;;;;
1;50;2;Chile;2585;Otros;1772;03-01-22;Colombia;;;;;;;;;;;
3;43;2;Chile;2687;Negocios;1573;05-04-19;Brasil;;;;;;;;;;;
2;30;1;México;2231;Negocios;1131;01-04-22;Canadá;;;;;;;;;;;
2;37;3;España;2558;Negocios;2882;31-08-19;Alemania;;;;;;;;;;;
2;37;3;España;2745;Otros;2315;13-07-19;Reino Unido;;;;;;;;;;;
4;33;2;México;2101;Negocios;1053;19-01-21;Cuba;;;;;;;;;;;
4;40;3;Chile;2666;Ocio;2899;02-03-22;Argentina;;;;;;;;;;;
3;47;3;Chile;3162;Negocios;1800;04-04-20;Brasil;;;;;;;;;;;
1;46;1;Chile;2601;Otros;2231;05-04-22;Perú;;;;;;;;;;;
1;37;3;España;2626;Otros;2846;29-06-19;Estados Unidos;;;;;;;;;;;
1;45;3;México;2277;Ocio;1176;06-04-21;Cuba;;;;;;;;;;;
2;42;3;México;2243;Ocio;1005;21-12-19;Estados Unidos;;;;;;;;;;;
3;33;2;México;2360;Ocio;1051;13-03-21;Estados Unidos;;;;;;;;;;;
3;37;2;Chile;3092;Negocios;2678;27-01-21;Estados Unidos;;;;;;;;;;;
2;41;2;Chile;3198;Negocios;2388;07-04-21;Brasil;;;;;;;;;;;
2;35;1;México;2206;Otros;1426;03-04-20;Colombia;;;;;;;;;;;
3;48;3;México;2375;Negocios;1252;07-04-19;España;;;;;;;;;;;
2;50;2;México;2137;Ocio;1410;02-04-21;España;;;;;;;;;;;
4;47;1;Chile;2676;Otros;2859;05-04-19;Argentina;;;;;;;;;;;
4;31;4;Chile;3213;Ocio;1673;06-04-19;Estados Unidos;;;;;;;;;;;
2;34;3;México;2208;Ocio;1153;02-04-21;Canadá;;;;;;;;;;;
2;44;1;México;2278;Negocios;1112;01-02-21;Estados Unidos;;;;;;;;;;;
1;39;1;México;2070;Negocios;1453;01-04-21;Canadá;;;;;;;;;;;
3;31;3;España;2643;Ocio;2971;19-09-21;Estados Unidos;;;;;;;;;;;
2;40;4;Chile;2827;Otros;1550;16-02-23;Colombia;;;;;;;;;;;
3;36;2;España;2678;Otros;2504;07-07-20;Suiza;;;;;;;;;;;
4;38;3;México;2267;Ocio;1490;22-01-20;Cuba;;;;;;;;;;;
2;45;1;Chile;3100;Negocios;2299;17-03-23;Perú;;;;;;;;;;;
3;33;1;Chile;2554;Negocios;2507;06-04-21;Colombia;;;;;;;;;;;
4;41;4;México;2034;Ocio;1223;04-04-19;Estados Unidos;;;;;;;;;;;
3;32;1;España;2613;Otros;2932;20-07-22;Alemania;;;;;;;;;;;
2;45;4;Chile;2841;Ocio;1620;03-03-21;Colombia;;;;;;;;;;;
3;43;1;España;2685;Ocio;1915;01-04-19;Estados Unidos;;;;;;;;;;;
2;45;3;México;2013;Otros;1311;03-01-22;Colombia;;;;;;;;;;;
3;50;2;México;2094;Negocios;1039;04-03-23;Colombia;;;;;;;;;;;
1;48;1;España;2617;Ocio;2621;03-04-22;Francia;;;;;;;;;;;
1;38;2;España;2588;Negocios;2864;02-04-19;Suiza;;;;;;;;;;;
4;39;1;México;2415;Otros;1053;04-01-22;España;;;;;;;;;;;
1;38;4;México;2022;Negocios;1036;01-04-22;Estados Unidos;;;;;;;;;;;
4;43;4;México;2211;Negocios;1313;01-04-20;Canadá;;;;;;;;;;;
4;46;3;México;2396;Ocio;1116;03-04-20;Estados Unidos;;;;;;;;;;;
1;39;3;México;2207;Otros;1360;23-02-22;Colombia;;;;;;;;;;;
4;45;4;España;2668;Negocios;2341;22-06-22;Suiza;;;;;;;;;;;
2;41;4;España;2790;Otros;1520;25-06-22;Francia;;;;;;;;;;;
3;37;1;México;2328;Negocios;1323;23-12-22;Cuba;;;;;;;;;;;
2;45;4;Chile;2657;Ocio;1512;03-04-21;Estados Unidos;;;;;;;;;;;
1;45;3;España;2572;Otros;1458;21-08-19;Estados Unidos;;;;;;;;;;;
2;50;1;España;2582;Negocios;2264;07-07-19;Francia;;;;;;;;;;;
3;35;3;Chile;2956;Ocio;2096;25-12-21;Perú;;;;;;;;;;;
2;33;4;Chile;2988;Otros;1846;04-04-22;Colombia;;;;;;;;;;;
1;33;2;México;2073;Negocios;1334;25-02-20;España;;;;;;;;;;;
1;34;1;España;2597;Negocios;1919;12-09-21;Estados Unidos;;;;;;;;;;;
2;32;1;Chile;2581;Negocios;2555;22-02-23;Brasil;;;;;;;;;;;
2;48;1;España;2470;Otros;2184;06-04-22;Estados Unidos;;;;;;;;;;;
2;42;3;Chile;2677;Otros;2456;02-04-21;Perú;;;;;;;;;;;
2;47;4;Chile;2949;Otros;1678;07-04-21;Argentina;;;;;;;;;;;
4;46;3;España;2629;Negocios;1131;04-08-19;Estados Unidos;;;;;;;;;;;
2;40;4;México;2216;Ocio;1364;03-04-20;Canadá;;;;;;;;;;;
3;40;3;Chile;3032;Otros;2911;22-12-19;Estados Unidos;;;;;;;;;;;
4;31;1;México;2302;Otros;1376;02-04-21;Colombia;;;;;;;;;;;
1;48;3;España;2562;Ocio;2639;27-07-19;Reino Unido;;;;;;;;;;;
1;31;2;Chile;2579;Ocio;2159;01-04-19;Perú;;;;;;;;;;;
3;47;4;España;2679;Ocio;1411;23-08-19;Alemania;;;;;;;;;;;
4;48;1;España;2505;Negocios;2254;15-07-22;Alemania;;;;;;;;;;;
1;50;2;México;2127;Negocios;1465;04-04-21;Cuba;;;;;;;;;;;
4;42;4;Chile;3048;Otros;2514;24-01-20;Argentina;;;;;;;;;;;
1;36;3;España;2758;Otros;2619;05-04-20;Estados Unidos;;;;;;;;;;;
1;45;3;España;2741;Otros;2494;07-04-21;Suiza;;;;;;;;;;;
4;42;4;Chile;2765;Ocio;1558;03-04-19;Brasil;;;;;;;;;;;
2;44;3;México;2018;Negocios;1386;06-04-20;Colombia;;;;;;;;;;;
4;40;3;Chile;2675;Ocio;1568;09-02-22;Brasil;;;;;;;;;;;
3;30;4;España;2769;Negocios;2419;06-04-20;Reino Unido;;;;;;;;;;;
3;48;1;España;2539;Negocios;2524;24-08-22;Reino Unido;;;;;;;;;;;
2;40;1;España;2584;Ocio;2859;07-04-19;Reino Unido;;;;;;;;;;;
2;47;4;España;2609;Negocios;2100;06-04-22;Reino Unido;;;;;;;;;;;
1;42;2;México;2110;Otros;1409;04-02-23;Colombia;;;;;;;;;;;
4;34;2;España;2480;Ocio;1468;05-04-21;Estados Unidos;;;;;;;;;;;
3;47;2;Chile;3206;Otros;2930;14-02-23;Argentina;;;;;;;;;;;
4;30;4;España;2649;Otros;2941;03-04-21;Suiza;;;;;;;;;;;
4;41;4;México;2415;Ocio;1218;01-04-20;Cuba;;;;;;;;;;;
4;37;3;México;2200;Negocios;1455;02-04-20;Canadá;;;;;;;;;;;
1;44;4;Chile;2624;Otros;1850;04-04-21;Colombia;;;;;;;;;;;
3;42;2;Chile;2722;Ocio;2835;02-04-21;Argentina;;;;;;;;;;;
4;37;2;Chile;3113;Negocios;2408;02-04-22;Estados Unidos;;;;;;;;;;;
4;39;2;México;2118;Otros;1303;03-04-22;Cuba;;;;;;;;;;;
3;46;4;Chile;2749;Ocio;2978;24-12-20;Estados Unidos;;;;;;;;;;;
4;48;4;Chile;3151;Negocios;2997;02-04-19;Brasil;;;;;;;;;;;
3;50;1;Chile;2933;Ocio;2841;03-04-21;Colombia;;;;;;;;;;;
1;45;3;México;2248;Otros;1401;01-04-21;Estados Unidos;;;;;;;;;;;
2;44;3;Chile;2550;Otros;2589;05-04-21;Estados Unidos;;;;;;;;;;;
2;50;3;España;2593;Ocio;2021;19-09-20;Alemania;;;;;;;;;;;
1;43;3;México;2397;Ocio;1258;04-04-19;Canadá;;;;;;;;;;;
1;31;4;Chile;3081;Otros;1775;20-03-23;Colombia;;;;;;;;;;;
4;42;2;Chile;2858;Otros;1520;15-02-22;Estados Unidos;;;;;;;;;;;
4;32;1;Chile;2930;Negocios;2771;17-03-21;Colombia;;;;;;;;;;;
4;37;4;Chile;2684;Ocio;2523;27-02-21;Colombia;;;;;;;;;;;
2;33;1;España;2497;Otros;1886;04-04-22;Alemania;;;;;;;;;;;
3;37;4;Chile;3094;Otros;2148;28-01-22;Estados Unidos;;;;;;;;;;;
2;40;3;México;2314;Otros;1273;01-04-19;España;;;;;;;;;;;
3;35;3;España;2456;Otros;1437;06-04-19;Suiza;;;;;;;;;;;
4;41;3;Chile;2705;Negocios;1985;13-02-22;Estados Unidos;;;;;;;;;;;
1;39;3;España;2613;Ocio;2645;23-08-22;Francia;;;;;;;;;;;
1;46;4;España;2607;Otros;1885;25-07-21;Reino Unido;;;;;;;;;;;
4;45;1;España;2542;Negocios;1836;19-07-22;Estados Unidos;;;;;;;;;;;
2;35;4;México;2055;Negocios;1459;07-03-22;Cuba;;;;;;;;;;;
3;41;4;España;2670;Otros;2540;13-09-22;Francia;;;;;;;;;;;
4;40;2;México;2220;Ocio;1042;05-04-19;Estados Unidos;;;;;;;;;;;
4;50;1;Chile;2743;Ocio;1729;23-02-23;Estados Unidos;;;;;;;;;;;
2;39;3;España;2593;Otros;1420;05-04-20;Estados Unidos;;;;;;;;;;;
1;34;2;Chile;2707;Ocio;2005;26-02-20;Perú;;;;;;;;;;;
4;36;2;México;2187;Otros;1205;07-04-19;Colombia;;;;;;;;;;;
1;47;4;España;2639;Negocios;1468;07-04-21;Francia;;;;;;;;;;;
3;39;4;Chile;2914;Negocios;2827;22-02-20;Estados Unidos;;;;;;;;;;;
4;43;3;Chile;2656;Ocio;1571;03-04-22;Perú;;;;;;;;;;;
2;43;4;México;2342;Otros;1333;27-01-20;Estados Unidos;;;;;;;;;;;
1;47;1;México;2014;Otros;1010;07-04-21;Estados Unidos;;;;;;;;;;;
1;50;2;México;2330;Otros;1179;06-04-21;Cuba;;;;;;;;;;;
1;30;1;Chile;2782;Ocio;1684;01-04-22;Brasil;;;;;;;;;;;
3;37;4;España;2498;Otros;2160;06-04-19;Estados Unidos;;;;;;;;;;;
1;39;3;Chile;3001;Ocio;1917;16-03-21;Colombia;;;;;;;;;;;
2;42;1;México;2338;Negocios;1043;11-02-22;Colombia;;;;;;;;;;;
2;48;3;España;2665;Otros;2928;02-04-20;Suiza;;;;;;;;;;;
4;34;3;España;2808;Otros;2568;28-08-19;Suiza;;;;;;;;;;;
3;44;4;México;2084;Otros;1145;06-01-23;Cuba;;;;;;;;;;;
2;40;4;Chile;2594;Ocio;1661;02-04-21;Brasil;;;;;;;;;;;
1;45;3;México;2129;Negocios;1444;13-03-21;Canadá;;;;;;;;;;;
3;49;1;México;2053;Ocio;1242;31-12-19;España;;;;;;;;;;;
2;49;2;México;2346;Ocio;1107;01-04-21;Canadá;;;;;;;;;;;
1;39;4;México;2096;Negocios;1420;29-01-23;Canadá;;;;;;;;;;;
3;30;1;Chile;3023;Otros;1662;24-01-22;Perú;;;;;;;;;;;
1;50;4;Chile;2715;Ocio;2077;04-04-22;Estados Unidos;;;;;;;;;;;
4;46;4;España;2767;Ocio;2389;11-07-22;Reino Unido;;;;;;;;;;;
1;31;3;México;2301;Ocio;1064;04-04-21;Estados Unidos;;;;;;;;;;;
4;36;2;España;2498;Negocios;2954;13-08-21;Suiza;;;;;;;;;;;
3;33;2;México;2263;Ocio;1430;03-04-22;Colombia;;;;;;;;;;;
1;43;1;Chile;3132;Ocio;2581;04-04-22;Perú;;;;;;;;;;;
1;33;2;Chile;3007;Negocios;2312;01-04-19;Perú;;;;;;;;;;;
1;44;3;Chile;2980;Negocios;2190;05-04-20;Colombia;;;;;;;;;;;
1;34;1;Chile;2667;Negocios;2053;12-03-20;Perú;;;;;;;;;;;
4;31;4;España;2722;Negocios;2469;01-04-20;Suiza;;;;;;;;;;;
1;45;1;España;2552;Otros;2837;13-08-19;Estados Unidos;;;;;;;;;;;
4;40;4;España;2782;Negocios;2759;03-04-19;Francia;;;;;;;;;;;
3;43;4;España;2769;Negocios;1285;29-07-19;Reino Unido;;;;;;;;;;;
3;44;2;México;2096;Negocios;1497;04-04-20;Estados Unidos;;;;;;;;;;;
4;45;4;Chile;3175;Otros;1747;05-04-19;Argentina;;;;;;;;;;;
2;32;2;México;2114;Negocios;1446;02-01-22;Cuba;;;;;;;;;;;
2;43;3;España;2497;Ocio;1179;13-09-21;Reino Unido;;;;;;;;;;;
1;50;1;España;2708;Ocio;1348;02-08-21;Alemania;;;;;;;;;;;
2;38;4;Chile;2624;Negocios;1953;06-04-22;Estados Unidos;;;;;;;;;;;
4;34;3;Chile;2663;Ocio;2586;02-04-19;Brasil;;;;;;;;;;;
1;50;4;México;2314;Negocios;1489;12-01-23;Cuba;;;;;;;;;;;
4;31;1;España;2492;Negocios;1481;06-04-20;Estados Unidos;;;;;;;;;;;
2;43;2;México;2088;Negocios;1382;15-01-23;Colombia;;;;;;;;;;;
2;35;2;México;2307;Ocio;1331;02-04-22;Cuba;;;;;;;;;;;
4;45;4;Chile;3087;Ocio;2779;27-02-22;Brasil;;;;;;;;;;;
4;44;3;Chile;2716;Negocios;2317;05-04-21;Argentina;;;;;;;;;;;
1;48;1;Chile;3031;Otros;2903;06-04-21;Perú;;;;;;;;;;;
4;31;2;España;2645;Negocios;2557;04-04-21;Estados Unidos;;;;;;;;;;;
2;35;4;Chile;2641;Otros;2565;01-04-20;Brasil;;;;;;;;;;;
4;39;2;España;2516;Negocios;1382;11-07-22;Alemania;;;;;;;;;;;
4;31;1;México;2293;Ocio;1483;04-04-19;Estados Unidos;;;;;;;;;;;
2;46;3;Chile;3148;Otros;2885;03-04-20;Estados Unidos;;;;;;;;;;;
3;34;1;México;2314;Negocios;1209;29-01-21;España;;;;;;;;;;;
1;43;1;España;2460;Ocio;2286;22-08-20;Estados Unidos;;;;;;;;;;;
3;46;2;México;2138;Negocios;1399;06-04-21;Cuba;;;;;;;;;;;
2;49;2;España;2479;Ocio;2907;22-06-22;Estados Unidos;;;;;;;;;;;
2;44;2;México;2253;Ocio;1444;21-02-21;Canadá;;;;;;;;;;;
4;43;1;México;2405;Otros;1293;23-01-22;Canadá;;;;;;;;;;;
2;47;4;México;2427;Negocios;1240;04-04-19;Cuba;;;;;;;;;;;
3;31;4;Chile;3203;Ocio;1829;19-01-23;Estados Unidos;;;;;;;;;;;
4;39;2;España;2733;Otros;1993;02-04-19;Suiza;;;;;;;;;;;
1;35;3;España;2568;Negocios;1061;06-04-22;Estados Unidos;;;;;;;;;;;
3;48;1;España;2575;Otros;2403;12-07-19;Reino Unido;;;;;;;;;;;
2;36;1;México;2403;Ocio;1149;01-04-21;Estados Unidos;;;;;;;;;;;
3;49;4;México;2288;Negocios;1381;21-02-23;Cuba;;;;;;;;;;;
4;48;4;España;2567;Negocios;2362;06-04-20;Estados Unidos;;;;;;;;;;;
2;39;3;Chile;3037;Ocio;2392;16-01-23;Brasil;;;;;;;;;;;
4;33;2;México;2387;Negocios;1492;21-12-22;Estados Unidos;;;;;;;;;;;
1;34;1;Chile;2950;Negocios;1882;02-04-19;Estados Unidos;;;;;;;;;;;
2;33;1;España;2655;Otros;2070;02-04-22;Estados Unidos;;;;;;;;;;;
2;38;4;España;2784;Ocio;2567;20-09-19;Estados Unidos;;;;;;;;;;;
3;49;4;Chile;3041;Ocio;2259;14-01-21;Estados Unidos;;;;;;;;;;;
4;43;3;Chile;2913;Negocios;2678;03-04-21;Colombia;;;;;;;;;;;
2;42;1;España;2493;Negocios;2501;04-04-19;Suiza;;;;;;;;;;;
3;50;1;Chile;3172;Otros;2512;23-01-21;Estados Unidos;;;;;;;;;;;
2;48;2;España;2769;Negocios;1073;16-08-22;Francia;;;;;;;;;;;
3;30;2;México;2101;Otros;1406;03-02-22;Cuba;;;;;;;;;;;
2;48;4;México;2342;Otros;1375;15-01-21;Cuba;;;;;;;;;;;
2;49;3;México;2147;Otros;1004;04-04-19;Colombia;;;;;;;;;;;
4;34;2;España;2493;Negocios;1812;10-09-21;Suiza;;;;;;;;;;;
1;30;3;Chile;2848;Negocios;1678;07-04-19;Estados Unidos;;;;;;;;;;;
1;46;1;España;2651;Otros;2165;09-09-22;Reino Unido;;;;;;;;;;;
1;34;4;España;2667;Otros;2322;06-04-21;Alemania;;;;;;;;;;;
1;43;3;Chile;3113;Ocio;1644;25-01-21;Colombia;;;;;;;;;;;
2;44;4;Chile;2900;Negocios;2608;03-04-19;Colombia;;;;;;;;;;;
3;34;3;México;2106;Otros;1267;04-04-20;Estados Unidos;;;;;;;;;;;
3;40;3;México;2295;Otros;1338;02-04-19;Canadá;;;;;;;;;;;
4;47;3;Chile;2720;Negocios;2207;11-02-23;Perú;;;;;;;;;;;
4;36;3;España;2523;Negocios;1243;01-04-21;Suiza;;;;;;;;;;;
2;40;3;Chile;3005;Negocios;2973;05-04-22;Perú;;;;;;;;;;;
4;39;4;México;2065;Ocio;1288;07-02-23;Colombia;;;;;;;;;;;
4;45;3;Chile;2592;Ocio;1898;19-03-23;Colombia;;;;;;;;;;;
1;43;1;España;2682;Ocio;2121;01-04-20;Reino Unido;;;;;;;;;;;
1;47;2;México;2326;Ocio;1255;03-04-19;Colombia;;;;;;;;;;;
2;40;1;España;2513;Otros;2808;03-04-22;Alemania;;;;;;;;;;;
3;33;1;México;2137;Otros;1157;18-01-23;Colombia;;;;;;;;;;;
4;33;2;Chile;3015;Otros;2788;06-04-19;Argentina;;;;;;;;;;;
4;36;1;Chile;2556;Ocio;1901;06-02-20;Colombia;;;;;;;;;;;
4;47;4;España;2458;Negocios;1036;07-04-22;Alemania;;;;;;;;;;;
2;48;3;México;2228;Otros;1271;21-12-22;Cuba;;;;;;;;;;;
3;45;4;México;2236;Negocios;1127;05-04-21;Canadá;;;;;;;;;;;
4;45;2;México;2136;Ocio;1286;03-04-21;Canadá;;;;;;;;;;;
2;45;2;España;2723;Otros;1288;02-04-21;Reino Unido;;;;;;;;;;;
4;44;1;México;2004;Negocios;1094;27-02-23;Cuba;;;;;;;;;;;
3;38;3;España;2601;Otros;2192;03-07-22;Reino Unido;;;;;;;;;;;
1;50;3;México;2388;Ocio;1388;01-04-21;Colombia;;;;;;;;;;;
3;48;1;Chile;2583;Negocios;2498;26-12-19;Brasil;;;;;;;;;;;
2;48;4;España;2636;Otros;1617;10-08-19;Francia;;;;;;;;;;;
3;41;1;México;2263;Otros;1377;03-04-22;España;;;;;;;;;;;
4;43;3;México;2238;Otros;1186;03-04-20;Cuba;;;;;;;;;;;
2;36;2;España;2646;Ocio;2352;12-09-19;Reino Unido;;;;;;;;;;;
2;45;1;España;2463;Otros;1979;29-08-21;Alemania;;;;;;;;;;;
4;34;1;España;2782;Negocios;1608;04-04-22;Alemania;;;;;;;;;;;
1;46;2;Chile;2628;Otros;2036;07-04-19;Colombia;;;;;;;;;;;
3;32;3;Chile;2577;Ocio;2659;05-04-20;Estados Unidos;;;;;;;;;;;
2;46;2;México;2008;Otros;1423;15-02-20;Colombia;;;;;;;;;;;
1;47;4;España;2808;Otros;1883;21-08-22;Francia;;;;;;;;;;;
3;47;2;España;2536;Otros;2669;12-09-20;Estados Unidos;;;;;;;;;;;
1;48;4;México;2168;Otros;1052;03-04-19;Cuba;;;;;;;;;;;
2;44;2;Chile;2968;Negocios;1874;10-03-21;Argentina;;;;;;;;;;;
2;49;1;España;2555;Negocios;1313;26-08-21;Francia;;;;;;;;;;;
4;31;2;Chile;2757;Ocio;2818;01-04-21;Argentina;;;;;;;;;;;
4;35;2;España;2545;Negocios;2347;02-04-22;Alemania;;;;;;;;;;;
1;46;2;España;2588;Negocios;2637;25-08-21;Reino Unido;;;;;;;;;;;
3;36;3;Chile;2620;Negocios;2482;21-02-23;Estados Unidos;;;;;;;;;;;
1;33;1;México;2331;Negocios;1322;20-03-22;Cuba;;;;;;;;;;;
1;37;3;México;2158;Otros;1435;09-02-22;Cuba;;;;;;;;;;;
2;45;3;Chile;2559;Otros;2468;07-04-19;Perú;;;;;;;;;;;
1;36;1;México;2337;Ocio;1014;05-04-21;Cuba;;;;;;;;;;;
2;47;1;México;2224;Ocio;1361;05-04-21;Cuba;;;;;;;;;;;
3;31;4;México;2391;Ocio;1139;05-04-21;Cuba;;;;;;;;;;;
2;39;3;España;2681;Otros;2572;13-07-22;Suiza;;;;;;;;;;;
4;44;3;México;2140;Negocios;1092;05-04-20;Estados Unidos;;;;;;;;;;;
4;50;3;España;2711;Ocio;2508;27-07-19;Suiza;;;;;;;;;;;
2;32;4;España;2528;Otros;2458;08-07-22;Francia;;;;;;;;;;;
3;34;3;España;2807;Otros;1984;16-07-19;Reino Unido;;;;;;;;;;;
2;33;3;México;2077;Negocios;1001;07-02-21;Cuba;;;;;;;;;;;
